citation_id,genus,pipiens_complex? ,(sub)species,ecotype,species_id,reasoning_species_id,experiment_id,experiment_distinguisher,distinguisher_value,figure,temperature,trait,statistic,sample_size,SE,extraction_note,nutrients_type,nutrients_concentration,water_volume_at_larva_stage,humidity,photoperiod (L:D),mosquito_origin,location_collect,time_in_lab,lab_origin,pre_experiment_setup,Notes
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,30,population,Low elevation,Figure 3,20,0.88,mean,3 replicates a 200,0.02,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at low elevation site in Maryland between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,30,population,Low elevation,Figure 3,24,0.93,mean,3 replicates a 200,0.03,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at low elevation site in Maryland between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,30,population,Low elevation,Figure 3,27,0.92,mean,3 replicates a 200,NA,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at low elevation site in Maryland between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,30,population,Low elevation,Figure 3,31,0.74,mean,3 replicates a 200,0.01,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at low elevation site in Maryland between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,30,population,Low elevation,Figure 3,35,0,mean,3 replicates a 200,NA,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at low elevation site in Maryland between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,31,population,Mid latitude,Figure 3,16,0.69,mean,3 replicates a 200,0.11,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid latitude site in New Jersey between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,31,population,Mid latitude,Figure 3,20,0.88,mean,3 replicates a 200,0.01,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid latitude site in New Jersey between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,31,population,Mid latitude,Figure 3,24,0.91,mean,3 replicates a 200,NA,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid latitude site in New Jersey between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,31,population,Mid latitude,Figure 3,27,0.92,mean,3 replicates a 200,0.03,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid latitude site in New Jersey between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,31,population,Mid latitude,Figure 3,31,0.81,mean,3 replicates a 200,0.02,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid latitude site in New Jersey between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,31,population,Mid latitude,Figure 3,35,0,mean,3 replicates a 200,NA,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid latitude site in New Jersey between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,32,population,Mid elevation,Figure 3,16,0.82,mean,3 replicates a 200,0.08,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,32,population,Mid elevation,Figure 3,20,0.93,mean,3 replicates a 200,0.03,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,32,population,Mid elevation,Figure 3,24,0.97,mean,3 replicates a 200,0.02,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,32,population,Mid elevation,Figure 3,27,0.96,mean,3 replicates a 200,NA,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,32,population,Mid elevation,Figure 3,31,0.78,mean,3 replicates a 200,0.06,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,32,population,Mid elevation,Figure 3,35,0,mean,3 replicates a 200,NA,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at mid elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,33,population,High elevation,Figure 3,16,0.72,NA,200,NA,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at high elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,33,population,High elevation,Figure 3,20,0.75,NA,200,NA,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at high elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,33,population,High elevation,Figure 3,24,0.63,NA,200,NA,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at high elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,33,population,High elevation,Figure 3,27,0.81,NA,200,NA,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at high elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,33,population,High elevation,Figure 3,31,0.7,NA,200,NA,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at high elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Ruybal_2016,Culex,yes,pipiens ,not specified,Cpip,classified as Cpip by authors although quinquefasciatus interogression cannot be ruled out,33,population,High elevation,Figure 3,35,0,NA,200,NA,,"finely ground 1:1:1 mixture of MP® Liver Powder Bovine, Kaytee Koi’s Choice® Premium Fish Food, & Small World® alfalfa rabbit feed",unclear,1 liter per 200 larvae,70+-10%,16:8,field,"Egg rafts collected at high elevation site in Virginia between July 25 and July 28, 2011",NA,NA,All field collected eggs were hatched at 25 °C (±2 °C) under a photoperiod of 14:10 hrs (L:D). Larvae were reared at 25 °C. Adults were held at 25 °C. This first laboratory raised generation of offspring was used for experiments.,the study mentions that for the populations used in these experiment genetic interogression by Cx. quin cannot be ruled out. Mosquitoes were only identified to the complex!
Li_2019,Culex,yes,pipiens pallens,NA,Cpal,unambigious,34,NA,NA,Table 2,10,0.065,NA,120 larva and 100 pupa,NA,combined larva and pupa data,unclear,unclear,unclear,NA,NA,lab,NA,over 30yr,"originally collected in Wuxi in late 1970s. Maintained in key laboratory of parasitic disease prevention and control technology of the the national health commision of china for more than 30 years at 25+-1 degree, 75+-5% RH and 10h light/d","likely 25+-1 degree, 75+-5% RH and 10h light/day",study translated from Chinese
Li_2019,Culex,yes,pipiens pallens,NA,Cpal,unambigious,34,NA,NA,Table 2,15,0.6364,NA,120 larva and 100 pupa,NA,combined larva and pupa data,unclear,unclear,unclear,NA,NA,lab,NA,over 30yr,"originally collected in Wuxi in late 1970s. Maintained in key laboratory of parasitic disease prevention and control technology of the the national health commision of china for more than 30 years at 25+-1 degree, 75+-5% RH and 10h light/d","likely 25+-1 degree, 75+-5% RH and 10h light/day",study translated from Chinese
Li_2019,Culex,yes,pipiens pallens,NA,Cpal,unambigious,34,NA,NA,Table 2,20,0.7363,NA,120 larva and 100 pupa,NA,combined larva and pupa data,unclear,unclear,unclear,NA,NA,lab,NA,over 30yr,"originally collected in Wuxi in late 1970s. Maintained in key laboratory of parasitic disease prevention and control technology of the the national health commision of china for more than 30 years at 25+-1 degree, 75+-5% RH and 10h light/d","likely 25+-1 degree, 75+-5% RH and 10h light/day",study translated from Chinese
Li_2019,Culex,yes,pipiens pallens,NA,Cpal,unambigious,34,NA,NA,Table 2,25,0.776,NA,120 larva and 100 pupa,NA,combined larva and pupa data,unclear,unclear,unclear,NA,NA,lab,NA,over 30yr,"originally collected in Wuxi in late 1970s. Maintained in key laboratory of parasitic disease prevention and control technology of the the national health commision of china for more than 30 years at 25+-1 degree, 75+-5% RH and 10h light/d","likely 25+-1 degree, 75+-5% RH and 10h light/day",study translated from Chinese
Li_2019,Culex,yes,pipiens pallens,NA,Cpal,unambigious,34,NA,NA,Table 2,30,0.8003,NA,120 larva and 100 pupa,NA,combined larva and pupa data,unclear,unclear,unclear,NA,NA,lab,NA,over 30yr,"originally collected in Wuxi in late 1970s. Maintained in key laboratory of parasitic disease prevention and control technology of the the national health commision of china for more than 30 years at 25+-1 degree, 75+-5% RH and 10h light/d","likely 25+-1 degree, 75+-5% RH and 10h light/day",study translated from Chinese
Li_2019,Culex,yes,pipiens pallens,NA,Cpal,unambigious,34,NA,NA,Table 2,35,0.6825,NA,120 larva and 100 pupa,NA,combined larva and pupa data,unclear,unclear,unclear,NA,NA,lab,NA,over 30yr,"originally collected in Wuxi in late 1970s. Maintained in key laboratory of parasitic disease prevention and control technology of the the national health commision of china for more than 30 years at 25+-1 degree, 75+-5% RH and 10h light/d","likely 25+-1 degree, 75+-5% RH and 10h light/day",study translated from Chinese
Li_2019,Culex,yes,pipiens pallens,NA,Cpal,unambigious,34,NA,NA,Table 2,40,0,NA,120 larva and 100 pupa,NA,combined larva and pupa data,unclear,unclear,unclear,NA,NA,lab,NA,over 30yr,"originally collected in Wuxi in late 1970s. Maintained in key laboratory of parasitic disease prevention and control technology of the the national health commision of china for more than 30 years at 25+-1 degree, 75+-5% RH and 10h light/d","likely 25+-1 degree, 75+-5% RH and 10h light/day",study translated from Chinese
Tekle_1960,Culex,yes,pipiens,pipiens,Cpip,unambigious,35,species,Cpip,Table 1,10,0.32,mean,2 replicates a 100,0.031,,unclear,unclear,100 larvae per pan,NA,NA,unclear,originated from material collected on the outskirts of Baltimo,unclear,unclear,unclear,
Tekle_1960,Culex,yes,pipiens,pipiens,Cpip,unambigious,35,species,Cpip,Table 1,15,0.83,mean,4 replicates a 100,0.007,,unclear,unclear,100 larvae per pan,NA,NA,unclear,originated from material collected on the outskirts of Baltimo,unclear,unclear,unclear,
Tekle_1960,Culex,yes,pipiens,pipiens,Cpip,unambigious,35,species,Cpip,Table 1,20,0.85,mean,4 replicates a 100,0.013,,unclear,unclear,100 larvae per pan,NA,NA,unclear,originated from material collected on the outskirts of Baltimo,unclear,unclear,unclear,
Tekle_1960,Culex,yes,pipiens,pipiens,Cpip,unambigious,35,species,Cpip,Table 1,25,0.91,mean,4 replicates a 100,0.0093,,unclear,unclear,100 larvae per pan,NA,NA,unclear,originated from material collected on the outskirts of Baltimo,unclear,unclear,unclear,
Tekle_1960,Culex,yes,pipiens,pipiens,Cpip,unambigious,35,species,Cpip,Table 1,30,0.65,mean,4 replicates a 100,0.0056,,unclear,unclear,100 larvae per pan,NA,NA,unclear,originated from material collected on the outskirts of Baltimo,unclear,unclear,unclear,
Tekle_1960,Culex,yes,pipiens,pipiens,Cpip,unambigious,35,species,Cpip,Table 1,35,0,mean,4 replicates a 100,NA,,unclear,unclear,100 larvae per pan,NA,NA,unclear,originated from material collected on the outskirts of Baltimo,unclear,unclear,unclear,
Tekle_1960,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,36,species,Cqui,Table 1,10,0.05,mean,2 replicates a 100,0.026,,unclear,unclear,100 larvae per pan,NA,NA,unclear,a Philippine strain,unclear,unclear,unclear,
Tekle_1960,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,36,species,Cqui,Table 1,15,0.86,mean,4 replicates a 100,0.006,,unclear,unclear,100 larvae per pan,NA,NA,unclear,a Philippine strain,unclear,unclear,unclear,
Tekle_1960,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,36,species,Cqui,Table 1,20,0.86,mean,4 replicates a 100,0.0111,,unclear,unclear,100 larvae per pan,NA,NA,unclear,a Philippine strain,unclear,unclear,unclear,
Tekle_1960,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,36,species,Cqui,Table 1,25,0.9,mean,4 replicates a 100,0.0132,,unclear,unclear,100 larvae per pan,NA,NA,unclear,a Philippine strain,unclear,unclear,unclear,
Tekle_1960,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,36,species,Cqui,Table 1,30,0.7,mean,4 replicates a 100,0.0092,,unclear,unclear,100 larvae per pan,NA,NA,unclear,a Philippine strain,unclear,unclear,unclear,
Tekle_1960,Culex,yes,quinquefasciatus,NA,Cqui,unambigious,36,species,Cqui,Table 1,35,0.29,mean,4 replicates a 100,0.007,,unclear,unclear,100 larvae per pan,NA,NA,unclear,a Philippine strain,unclear,unclear,unclear,
Buth_1990,Culex,no,tarsalis ,NA,Ctar,unambigious,37,species,Ctar,Table 2,15,0.362,mean,5 replicates a 50,0.016,,liver powder,unclear,1 liter per 50 larvae,NA,16:8,lab,NA,since 1973,"colony which originated from Glenlea, MB, in 1973",unclear,
Buth_1990,Culex,no,tarsalis ,NA,Ctar,unambigious,37,species,Ctar,Table 2,20,0.782,mean,5 replicates a 50,0.019,,liver powder,unclear,1 liter per 50 larvae,NA,16:8,lab,NA,since 1973,"colony which originated from Glenlea, MB, in 1973",unclear,
Buth_1990,Culex,no,tarsalis ,NA,Ctar,unambigious,37,species,Ctar,Table 2,25,0.926,mean,5 replicates a 50,0.013,,liver powder,unclear,1 liter per 50 larvae,NA,16:8,lab,NA,since 1973,"colony which originated from Glenlea, MB, in 1973",unclear,
Buth_1990,Culex,no ,restuans,NA,Cres,unambigious,38,species,Cres,Table 2,15,0.981,mean,5 replicates a 50,0.008,,liver powder,unclear,1 liter per 50 larvae,NA,16:8,lab,NA,since 1973,"colony which originated from Glenlea, MB, in 1973",unclear,
Buth_1990,Culex,no ,restuans,NA,Cres,unambigious,38,species,Cres,Table 2,20,0.95,mean,5 replicates a 50,0.009,,liver powder,unclear,1 liter per 50 larvae,NA,16:8,lab,NA,since 1973,"colony which originated from Glenlea, MB, in 1973",unclear,
Buth_1990,Culex,no ,restuans,NA,Cres,unambigious,38,species,Cres,Table 2,25,0.916,mean,5 replicates a 50,0.011,,liver powder,unclear,1 liter per 50 larvae,NA,16:8,lab,NA,since 1973,"colony which originated from Glenlea, MB, in 1973",unclear,
Buth_1990,Culiseta,no,inornata,NA,Cino,unambigious,39,species,Cino,Table 2,15,0.862,mean,5 replicates a 50,0.009,,liver powder,unclear,1 liter per 50 larvae,NA,16:8,lab,NA,since 1973,"colony which originated from Glenlea, MB, in 1973",unclear,
Buth_1990,Culiseta,no,inornata,NA,Cino,unambigious,39,species,Cino,Table 2,20,0.916,mean,5 replicates a 50,0.008,,liver powder,unclear,1 liter per 50 larvae,NA,16:8,lab,NA,since 1973,"colony which originated from Glenlea, MB, in 1973",unclear,
Buth_1990,Culiseta,no,inornata,NA,Cino,unambigious,39,species,Cino,Table 2,25,0.488,mean,5 replicates a 50,0.024,,liver powder,unclear,1 liter per 50 larvae,NA,16:8,lab,NA,since 1973,"colony which originated from Glenlea, MB, in 1973",unclear,
Madder_1983,Culex,yes,not specified,not specified,Cpip,origin in Canada,40,species,Cpip,Table 6,15,0.72,mean,3 replicates a 50,0.02,,liver powder slurry,unclear,700ml per 50 larvae,NA,16:8,lab,NA,unclear,"larvae were obtained from a laboratory colony that originated from Guelph, Ontario",Unclear,
Madder_1983,Culex,yes,not specified,not specified,Cpip,origin in Canada,40,species,Cpip,Table 6,17,0.847,mean,3 replicates a 50,0.058,,liver powder slurry,unclear,700ml per 50 larvae,NA,16:8,lab,NA,unclear,"larvae were obtained from a laboratory colony that originated from Guelph, Ontario",Unclear,
Madder_1983,Culex,yes,not specified,not specified,Cpip,origin in Canada,40,species,Cpip,Table 6,20,0.727,mean,3 replicates a 50,0.041,,liver powder slurry,unclear,700ml per 50 larvae,NA,16:8,lab,NA,unclear,"larvae were obtained from a laboratory colony that originated from Guelph, Ontario",Unclear,
Madder_1983,Culex,yes,not specified,not specified,Cpip,origin in Canada,40,species,Cpip,Table 6,23,0.8,mean,3 replicates a 50,0.151,22 Temperature seems to be a typo in the table (see Text),liver powder slurry,unclear,700ml per 50 larvae,NA,16:8,lab,NA,unclear,"larvae were obtained from a laboratory colony that originated from Guelph, Ontario",Unclear,
